ensembl_gene_id	pval	logFC	ci.hi	ci.lo	gene_biotype	gene	percentage_gene_gc_content	padj	contrast	reference	FCRO	model	variance	variance_rank
ENSG00000001631	1.53640588766129e-05	-7.11560284663018e-05	0.323937883673015	-0.324080195729947	protein_coding	KRIT1	36.48	0.0358750774768912	diagnosisAD	CTR	752	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.911130081879585	1883
ENSG00000197323	3.3055579760233e-05	2.55007569306197e-22	1.00455552482443e-18	-1.00404550968581e-18	protein_coding	TRIM33	38.21	0.038592389370072	diagnosisAD	CTR	248	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.12732854343446	1677
ENSG00000074590	0.000183659067309885	3.02809165844581e-21	2.90149267354081e-17	-2.90088705520913e-17	protein_coding	NUAK1	45.97	0.0774302704181646	diagnosisAD	CTR	1027	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.99318014444594	1086
ENSG00000106443	0.000133416228860501	0.0952287882847642	0.573205252349605	-0.382747675780077	protein_coding	PHF14	34.85	0.0774302704181646	diagnosisAD	CTR	2077	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.00184836890798	735
ENSG00000184060	0.00019896429229507	-0.995102141274053	-0.484173604098515	-1.50603067844959	protein_coding	ADAP2	48.03	0.0774302704181646	diagnosisAD	CTR	876	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	7.49271500682321	319
ENSG00000198053	0.000180536474018352	5.41240420129887e-21	5.18906887811018e-17	-5.18798639726992e-17	protein_coding	SIRPA	51.36	0.0774302704181646	diagnosisAD	CTR	896	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.761898492329893	2022
ENSG00000121741	0.000276115404661487	-1.1438871553611	-0.535663119243265	-1.75211119147894	protein_coding	ZMYM2	37.62	0.0791320179113783	diagnosisAD	CTR	2308	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.08635101215085	1724
ENSG00000163848	0.000305005636489252	-0.406942316719547	0.390573603542449	-1.20445823698154	protein_coding	ZNF148	36.86	0.0791320179113783	diagnosisAD	CTR	810	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.29682583813055	659
ENSG00000197912	0.000249651493654065	1.04524004974427e-12	1.01346344950051e-08	-1.01325440149056e-08	protein_coding	SPG7	52.33	0.0791320179113783	diagnosisAD	CTR	962	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.786382965570331	1993
ENSG00000015171	0.000616110903333277	-0.000171292267417572	0.934073350136545	-0.93441593467138	protein_coding	ZMYND11	37.8	0.113972719829502	diagnosisAD	CTR	161	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.62445338782805	829
