ensembl_gene_id	pval	logFC	ci.hi	ci.lo	gene_biotype	gene	percentage_gene_gc_content	padj	contrast	reference	FCRO	model	variance	variance_rank
ENSG00000167522	1.31413118370913e-14	-1.57207583196545	-1.12174332222254	-2.02240834170835	protein_coding	ANKRD11	51.19	5.00815394111549e-11	diagnosisAD	CTR	2800	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	4.3094096179229	1179
ENSG00000129657	1.84029209270865e-11	-1.17421945385263	-0.788156766357298	-1.56028214134796	protein_coding	SEC14L1	46.7	3.14062699987413e-08	diagnosisAD	CTR	498	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.46020454972636	716
ENSG00000137491	2.4722857516721e-11	-1.60607107290322	-0.960494239912394	-2.25164790589405	protein_coding	SLCO2B1	47.99	3.14062699987413e-08	diagnosisAD	CTR	164	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.4902087284873	712
ENSG00000112739	1.10104241128366e-10	-0.55192137626704	-0.276709169071964	-0.827133583462115	protein_coding	PRPF4B	38.36	8.60466568521188e-08	diagnosisAD	CTR	2118	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	4.10932664478453	1243
ENSG00000120071	1.12892491278036e-10	-0.560012126294628	-0.248005726941629	-0.872018525647628	protein_coding	KANSL1	40.92	8.60466568521188e-08	diagnosisAD	CTR	203	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	8.39790797434762	488
ENSG00000164733	1.44660667118915e-10	-1.14132341762863	-0.726905230306391	-1.55574160495086	protein_coding	CTSB	52.13	9.18836337316978e-08	diagnosisAD	CTR	644	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	7.78166996540295	541
ENSG00000064393	2.06168632196854e-10	-0.664549980144661	-0.377013698061746	-0.952086262227576	protein_coding	HIPK2	45.66	9.82135821627763e-08	diagnosisAD	CTR	3781	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.99991285969102	1724
ENSG00000150867	2.00782774161864e-10	-0.985237400587369	-0.562695656576021	-1.40777914459872	protein_coding	PIP4K2A	41.89	9.82135821627763e-08	diagnosisAD	CTR	2314	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.45791304954071	717
ENSG00000089327	2.32180501080635e-10	1.72731595165446	2.60933061664506	0.845301286663851	protein_coding	FXYD5	49.86	9.83155432909221e-08	diagnosisAD	CTR	1679	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.98958772043604	632
ENSG00000132334	3.44307712731875e-10	-1.28153809898338	-0.731574743091942	-1.83150145487482	protein_coding	PTPRE	47.89	1.31215669322117e-07	diagnosisAD	CTR	759	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.4773746719766	1492
